"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.925994750E0,-1.927088936E0,9.971431099E0,-3.162157268E0,1.063683922E1
2.936034750E0,-2.630564966E0,8.957650205E0,-3.988468827E0,1.015220433E1
2.946074750E0,-3.261973917E0,8.186662077E0,-4.040487996E0,9.694712633E0
2.956114750E0,-3.819167376E0,7.939687382E0,-3.435145640E0,9.456474012E0
2.966155750E0,-4.091134824E0,8.286702674E0,-2.902773612E0,9.686739390E0
2.976195750E0,-3.648743843E0,8.782754722E0,-2.366480295E0,9.800527595E0
2.986235750E0,-3.156938336E0,9.087192344E0,-1.917213573E0,9.809130045E0
2.996276750E0,-2.744057375E0,9.347902733E0,-1.581604591E0,9.869883964E0
3.006316750E0,-2.799881035E0,9.640055355E0,-1.432933432E0,1.014018241E1
3.016356750E0,-3.164355821E0,9.994877264E0,-1.507595213E0,1.059167421E1
3.026397750E0,-3.717701227E0,1.001690256E1,-1.798221127E0,1.083481603E1
3.036437750E0,-4.211481340E0,9.208061893E0,-2.736574109E0,1.048874715E1
3.046477750E0,-4.183214437E0,7.329115861E0,-4.496522870E0,9.562109613E0
3.056518750E0,-3.247025218E0,4.456507450E0,-6.162890453E0,8.269513296E0
3.066558750E0,-1.970963811E0,-3.959962481E-1,-7.263821173E0,7.536883269E0
3.076598750E0,-6.993065268E-1,-9.990543308E0,-9.091831525E0,1.352632196E1
3.086639750E0,1.422683263E0,-2.748807419E1,-1.177319447E1,2.993703991E1
3.096679750E0,8.682328793E0,-4.897527726E1,-1.289404958E1,5.138304322E1
3.106719750E0,1.896894996E1,-4.758160511E1,-5.887495952E0,5.156057424E1
