"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.493008208E0,-1.622577054E0,-2.629822428E1,-3.996163763E0,2.664955312E1
2.503047208E0,-5.560722551E0,-2.892286865E1,4.330526265E0,2.976923620E1
2.513087208E0,-3.877123223E0,-1.878479190E1,7.571344956E0,2.062100278E1
2.523126208E0,-2.623817864E0,-1.427192139E1,1.589794786E0,1.459793162E1
2.533166208E0,-9.038851804E-1,-1.499238723E1,4.328325373E-1,1.502584531E1
2.543205208E0,7.326711047E-1,-1.608685386E1,1.293208221E0,1.615537253E1
2.553245208E0,9.272534316E-1,-1.567958476E1,8.708041924E-1,1.573109904E1
2.563284208E0,2.197641651E-1,-1.329578253E1,9.194900103E-1,1.332935074E1
2.573324208E0,-7.529601391E-1,-1.006300200E1,1.051791451E0,1.014579832E1
2.583363208E0,-1.728886744E0,-7.002988577E0,9.806382912E-1,7.279598193E0
2.593403208E0,-2.107937469E0,-3.777829315E0,7.769965808E-1,4.395351908E0
2.603442208E0,-2.031569909E0,-8.576561433E-1,5.645627046E-1,2.276308723E0
2.613482208E0,-1.868202358E0,1.449798995E0,7.015892798E-1,2.466642392E0
2.623521208E0,-1.032918393E0,3.200931909E0,6.700716180E-1,3.429559952E0
2.633561208E0,2.344550751E-1,4.740860471E0,-8.336492300E-2,4.747386322E0
2.643600208E0,1.036934699E0,6.152204667E0,-1.354850591E0,6.384393155E0
2.653640208E0,2.158074566E0,7.567760612E0,-1.268051599E0,7.970962387E0
2.663679208E0,2.624946084E0,8.314952912E0,-7.424811977E-1,8.751003497E0
2.673719208E0,2.340264304E0,8.933560261E0,-2.468460560E-2,9.235038997E0
2.683758208E0,2.051313179E0,1.016396822E1,3.250548311E-1,1.037399616E1
2.693797208E0,1.714961892E0,1.120633498E1,4.436048627E-2,1.133688695E1
2.703837208E0,1.119734635E0,1.172231551E1,-3.692295221E-1,1.178146073E1
2.713876208E0,6.026932749E-1,1.202119944E1,-8.933002583E-1,1.206940183E1
2.723916208E0,4.109566417E-1,1.210755580E1,-8.522697613E-1,1.214447021E1
2.733955208E0,3.068263556E-1,1.177754597E1,-6.489773490E-1,1.179940266E1
2.743995208E0,6.956140101E-2,1.107402535E1,-9.832678572E-1,1.111780967E1
2.754034208E0,4.134360074E-1,1.030593277E1,-1.511063928E0,1.042432222E1
2.764074208E0,3.663575891E-1,9.553281505E0,-2.082604553E0,9.784510571E0
2.774113208E0,3.431409270E-2,8.881094949E0,-2.510228975E0,9.229099331E0
2.784153208E0,-1.075175782E-1,8.659471443E0,-2.849002032E0,9.116732873E0
2.794192208E0,-2.938768195E-1,8.681442356E0,-2.961484335E0,9.177374048E0
2.804232208E0,-4.720650885E-1,8.595437415E0,-2.640657552E0,9.004302422E0
2.814271208E0,-3.480826282E-1,8.689700963E0,-2.335558026E0,9.004826241E0
2.824311208E0,2.213586277E-1,9.229701853E0,-1.885769002E0,9.422978333E0
2.834350208E0,8.655976854E-1,8.740070048E0,-6.360811687E-1,8.805832331E0
2.844390208E0,1.808192676E0,7.957616699E0,6.766088051E-1,8.188468951E0
2.854429208E0,3.053028928E0,7.383341185E0,1.473222941E0,8.124352191E0
2.864469208E0,3.658632070E0,6.417491671E0,2.188911611E0,7.704616929E0
2.874508208E0,3.355336994E0,5.047534068E0,3.288678151E0,6.895744375E0
2.884548208E0,3.045581622E0,2.853119057E0,4.249079813E0,5.955714485E0
2.894588250E0,2.653639248E0,-1.768727771E0,4.002637800E0,5.117744478E0
2.904628250E0,2.531435950E0,-8.623571877E0,2.331531487E0,9.284944748E0
2.914667250E0,1.413551374E0,-1.956689676E1,-3.768884245E0,1.997663797E1
2.924707250E0,-3.744818274E0,-3.638741246E1,-1.070403810E1,3.811356557E1
2.934746250E0,-8.711388870E0,-5.075489840E1,-1.335591909E0,5.151438452E1
2.944786250E0,-5.908340106E0,-3.589595164E1,2.156355835E1,4.228965448E1
2.954825250E0,-5.712388215E0,-2.257144525E1,1.059822455E1,2.558170994E1
2.964865250E0,-2.990264331E0,-1.710422143E1,-1.523537647E0,1.743035394E1
2.974904250E0,-2.492565414E0,-1.339454083E1,5.337771142E-1,1.363493764E1
2.984944250E0,-4.009998860E0,-1.150718709E1,4.265985283E0,1.291100600E1
2.994983250E0,-4.190357396E0,-8.521431545E0,3.141611906E0,1.000218056E1
3.005022250E0,-3.550960564E0,-6.371666458E0,2.041536049E0,7.574650079E0
3.015062250E0,-2.122583721E0,-4.285015631E0,6.991775226E-1,4.832760062E0
3.025101250E0,1.295889608E0,-3.047662938E0,-1.649774238E1,1.682685600E1
3.035141250E0,-5.444261218E0,-7.819118965E-1,-1.099629714E1,1.229511762E1
3.045180250E0,-2.490067776E0,-1.584027677E0,1.760263809E1,1.784831782E1
3.055220250E0,3.234192334E0,5.394176892E0,6.684867886E0,9.178485880E0
3.065259250E0,4.208282036E0,8.896525167E0,6.166955438E0,1.161417828E1
3.075299250E0,7.275734290E0,1.046407188E1,8.720099468E0,1.544257895E1
3.085338250E0,7.862527524E0,1.100254080E1,4.441336264E0,1.423378765E1
3.095378250E0,5.686983232E0,1.007499347E1,1.162075639E-2,1.156924400E1
3.105417250E0,3.869454015E0,1.030442652E1,-2.795180751E0,1.135636015E1
3.115457250E0,2.993874401E0,1.057352708E1,-4.598301845E0,1.191247828E1
3.125496250E0,2.670235108E0,1.108440182E1,-4.823830706E0,1.237996211E1
3.135536250E0,1.939262839E0,1.193589091E1,-3.768805892E0,1.266610161E1
3.145575250E0,8.373646970E-1,1.195502533E1,-3.122532442E0,1.238442648E1
3.155615250E0,4.814524278E-2,1.182609657E1,-2.962317563E0,1.219156279E1
3.165654250E0,-5.555484907E-1,1.208066797E1,-3.450264786E0,1.257598902E1
3.175694250E0,-7.151049726E-1,1.189027561E1,-4.094712735E0,1.259590019E1
